id;Año de puesta en operación;Código SIC;Nombre del recurso;Capacidad efectiva neta [mW];Factor de conversión;¿Es menor?;Tipo de despacho;Combustible po defecto;Fecha de operación;Agente representante;Estado del recurso;Tipo de generación;Clasificación;Fecha;Municipio;cod_mpio;Departamento;x;y
199;2007;CIMR;CIMARRON;19.90;13.50;SI;ND;GAS;17/8/2007;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
200;2020;TYP1;TERMOYOPAL 1;8.00;13.55;NO;DC;GAS;30/11/2020;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
201;2004;TYP2;TERMOYOPAL 2;28.00;12.02;NO;DC;GAS;28/7/2004;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
202;2025;3RH2;AUTOG HIDROSOLAR I;2.00;0.00;NO;ND;RAD SOLAR;3/2/2025;ERCO GENERACION S.A.S. ESP;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
203;2007;CTM1;EL MORRO 1;19.90;12.40;SI;ND;GAS;22/5/2007;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
204;2007;CTM2;EL MORRO 2;19.90;13.84;SI;ND;GAS;8/8/2007;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
205;2021;3AXV;AGPE INGENIO DE OCCIDENTE;1.00;0.00;NO;ND;BAGAZO;3/3/2021;EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.;OPERACIÓN;TERMICA;AUTOG PEQ. ESCALA;12/2/2026;VILLA RICA;19845;CAUCA;4614997.671;1910107.833
206;1960;RBB1;RIO BOBO;4.00;0.00;SI;ND;AGUA;31/12/1959;CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTA ROSA;19701;CAUCA;4606261.04;1726314.793
207;1995;SLVJ;SALVAJINA;315.00;0.85;NO;DC;AGUA;19/7/1995;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SUÁREZ;19780;CAUCA;4583596.446;1883232.293
208;1934;ASN1;ASNAZU;0.45;0.00;SI;ND;AGUA;31/12/1933;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SUÁREZ;19780;CAUCA;4583596.446;1883232.293
209;1994;SLV1;SILVIA;0.38;0.00;SI;ND;AGUA;31/12/1993;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SILVIA;19743;CAUCA;4627496.176;1851485.854
210;2022;3E98;AUTOG COLOMBINA DEL CAUCA;0.30;0.00;NO;ND;RAD SOLAR;29/5/2022;COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP;INACTIVO;SOLAR;AUTOGENERADOR;12/2/2026;SANTANDER DE QUILICHAO;19698;CAUCA;4611115.406;1888411.956
211;1958;MND1;MONDOMO;0.75;0.00;SI;ND;AGUA;31/12/1957;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTANDER DE QUILICHAO;19698;CAUCA;4611115.406;1888411.956
212;2025;4Z9S;SOLAR ARDOBELA II;9.90;0.00;SI;ND;RAD SOLAR;23/12/2025;ECOARDOBELA I S.A.S. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SANTANDER DE QUILICHAO;19698;CAUCA;4611115.406;1888411.956
213;2025;4Z9Q;SOLAR ARDOBELA I;9.90;0.00;SI;ND;RAD SOLAR;23/12/2025;ECOARDOBELA I S.A.S. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SANTANDER DE QUILICHAO;19698;CAUCA;4611115.406;1888411.956
214;2024;3MS2;CELSIA SOLAR PUERTO TEJADA;19.90;0.00;NO;ND;RAD SOLAR;2/12/2024;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;PUERTO TEJADA;19573;CAUCA;4620150.146;1919622.953
215;1939;OVJ1;OVEJAS;0.82;0.00;SI;ND;AGUA;31/12/1938;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;BUENOS AIRES;19110;CAUCA;4597488.244;1888958.108
216;2014;PNC1;COGENERADOR PROENCA;19.90;0.00;NO;ND;CARBON;28/4/2014;PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.;OPERACIÓN;COGENERADOR;COGENERADOR;12/2/2026;CALOTO;19142;CAUCA;4630899.834;1897032.974
217;2017;2SXS;COGENERADOR PROENCA II;17.00;0.10;NO;ND;CARBON;24/3/2017;PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.;INACTIVO;COGENERADOR;COGENERADOR;12/2/2026;CALOTO;19142;CAUCA;4630899.834;1897032.974
218;1960;LPLO;RIO PALO;1.44;0.00;SI;ND;AGUA;31/12/1959;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CALOTO;19142;CAUCA;4630899.834;1897032.974
219;2017;2U5P;PROENCA II 1;17.00;0.00;SI;ND;CARBON;9/10/2017;PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;GUACHENÉ;19300;CAUCA;4623079.059;1906107.295
220;2009;INZ1;INZA;0.75;0.00;SI;ND;AGUA;4/2/2009;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;INZÁ;19355;CAUCA;4651153.485;1834577.389
221;2026;5JQL;GD POLARIS III;0.99;0.00;SI;ND;RAD SOLAR;5/2/2026;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MERCADERES;19450;CAUCA;4534799.528;1756773.86
222;2025;5BQA;GD POLARIS II;0.99;0.00;SI;ND;RAD SOLAR;20/9/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MERCADERES;19450;CAUCA;4534799.528;1756773.86
223;2025;4YLM;POLARIS I;0.99;0.00;SI;ND;RAD SOLAR;12/7/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MERCADERES;19450;CAUCA;4534799.528;1756773.86
224;2026;5JQL;GD POLARIS III;0.99;0.00;SI;ND;RAD SOLAR;5/2/2026;BIA ENERGY S.A.S. E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MERCADERES;19450;CAUCA;4534799.528;1756773.86
225;1998;INC1;INCAUCA 1;60.00;0.00;NO;ND;BAGAZO;20/10/1998;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;COGENERADOR;COGENERADOR;12/2/2026;MIRANDA;19455;CAUCA;4642578.846;1915293.878
226;1995;SJN1;SAJANDI;3.20;0.00;SI;ND;AGUA;31/12/1994;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;PATÍA;19532;CAUCA;4549808.829;1797094.883
227;1930;PTC1;PATICO - LA CABRERA;1.48;0.00;SI;ND;AGUA;31/12/1929;FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;POPAYÁN;19001;CAUCA;4600571.115;1831681.018
228;2000;CCN1;COCONUCO;4.50;0.00;SI;ND;AGUA;26/9/2000;EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;POPAYÁN;19001;CAUCA;4600571.115;1831681.018
229;1975;FLRD;FLORIDA;19.90;0.83;SI;ND;AGUA;31/12/1974;CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;POPAYÁN;19001;CAUCA;4600571.115;1831681.018
230;2024;MATA;LA MATA;80.00;0.00;NO;DC;RAD SOLAR;26/6/2024;SPK LA MATA S.A.S E.S.P;OPERACIÓN;SOLAR;NORMAL;12/2/2026;LA GLORIA;20383;CESAR;4932261.298;2507036.278
231;2025;4WWQ;MINIGRANJA IBIRICO;0.99;0.00;SI;ND;RAD SOLAR;20/7/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA JAGUA DE IBIRICO;20400;CESAR;4964620.691;2610097.394
232;2024;3RGZ;MINIGRANJA LA PAZ LEYENDA;0.99;0.00;SI;ND;RAD SOLAR;1/12/2024;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
233;2025;3Q9K;MINIGRANJA LA PAZ VERSO;0.99;0.00;SI;ND;RAD SOLAR;17/1/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
234;2025;4RMR;MINIGRANJA LA PAZ ESMERALDA;0.99;0.00;SI;ND;RAD SOLAR;25/2/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
235;2024;3MHB;MINIGRANJA LA PAZ VALLENATA;1.00;0.00;SI;ND;RAD SOLAR;12/8/2024;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
236;2025;4ZIS;GD BLANCA ENERGY II;0.10;0.00;SI;ND;RAD SOLAR;16/8/2025;COENERGIA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
237;2025;4ZIO;GD BLANCA ENERGY I;0.10;0.00;SI;ND;RAD SOLAR;16/8/2025;COENERGIA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LA PAZ;20621;CESAR;4991409.357;2690038.519
238;2024;3KL4;POWER PLANT DRUMMOND 1;19.90;10.00;NO;ND;GAS;21/4/2024;DRUMMOND POWER S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;EL PASO;20250;CESAR;4919043.068;2628152.837
239;2026;5IT3;GD SEMILLA DEL PASO III;0.99;0.00;SI;ND;RAD SOLAR;8/1/2026;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;EL PASO;20250;CESAR;4919043.068;2628152.837
240;2026;5IT2;GD SEMILLA DEL PASO IA;0.99;0.00;SI;ND;RAD SOLAR;8/1/2026;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;EL PASO;20250;CESAR;4919043.068;2628152.837
241;2024;EPFV;EL PASO;68.00;0.00;NO;DC;RAD SOLAR;22/3/2024;ENEL COLOMBIA SA ESP;OPERACIÓN;SOLAR;NORMAL;12/2/2026;EL PASO;20250;CESAR;4919043.068;2628152.837
242;2024;3DDT;LATAM SOLAR LA LOMA;150.00;0.00;NO;DC;RAD SOLAR;23/6/2024;ENEL COLOMBIA SA ESP;OPERACIÓN;SOLAR;NORMAL;12/2/2026;EL PASO;20250;CESAR;4919043.068;2628152.837
243;2024;3L9B;AUTOG EL COPEY;6.60;0.00;NO;ND;RAD SOLAR;30/5/2024;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;EL COPEY;20238;CESAR;4900053.859;2685257.04
244;2025;4YAW;AUTOG PALMERAS DE LA COSTA;3.20;0.00;NO;ND;RAD SOLAR;27/2/2025;VOLTAJE EMPRESARIAL S.A.S. E.S.P.;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;EL COPEY;20238;CESAR;4900053.859;2685257.04
245;2025;5E3J;MINIGRANJA EL COPEY OCCIDENTE;0.99;0.00;SI;ND;RAD SOLAR;27/2/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;EL COPEY;20238;CESAR;4900053.859;2685257.04
246;2024;3JQC;GANDALF;1.00;0.00;SI;ND;RAD SOLAR;21/2/2024;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN DIEGO;20750;CESAR;4968459.561;2681768.214
247;2024;3JQE;CANAHUATE;1.00;0.00;SI;ND;RAD SOLAR;21/2/2024;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN DIEGO;20750;CESAR;4968459.561;2681768.214
248;2024;3NR8;LA INGLESA;1.00;0.00;SI;ND;RAD SOLAR;15/9/2024;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN DIEGO;20750;CESAR;4968459.561;2681768.214
249;2025;4Z8L;MINIGRANJA SAN DIEGO SUR;0.99;0.00;SI;ND;RAD SOLAR;6/12/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN DIEGO;20750;CESAR;4968459.561;2681768.214
250;2025;5FPV;GD ERCO PALMAS;0.99;0.00;SI;ND;RAD SOLAR;24/11/2025;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;TAMALAMEQUE;20787;CESAR;4916102.211;2541767.484
251;2025;5GF5;GD BLANCA ENERGY SOLAR 24;0.10;0.00;SI;ND;RAD SOLAR;8/12/2025;COENERGIA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
252;2025;5GF6;GD BLANCA ENERGY SOLAR 23;0.10;0.00;SI;ND;RAD SOLAR;8/12/2025;COENERGIA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
253;2025;5GFB;GD JARDINCITO;0.99;0.00;SI;ND;RAD SOLAR;6/12/2025;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
254;2025;5H1N;GD LAS PILONERAS;0.99;0.00;SI;ND;RAD SOLAR;30/10/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
255;2025;5H1M;GD LA CACICA;0.99;0.00;SI;ND;RAD SOLAR;29/11/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
256;2025;4XOU;MINIGRANJA LA CUMBIA;0.99;0.00;SI;ND;RAD SOLAR;29/4/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
257;2025;4Z8P;MINIGRANJA EL MAPALE;0.99;0.00;SI;ND;RAD SOLAR;29/6/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
258;2025;5AXC;VALLEDUPAR II;19.90;0.00;SI;ND;RAD SOLAR;30/7/2025;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
259;2026;5ISY;GD BLANCA ENERGY III;0.99;0.00;SI;ND;RAD SOLAR;7/2/2026;DUCK ENERGY S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
260;2025;4SO8;MINIGRANJA LA PUYA;0.99;0.00;SI;ND;RAD SOLAR;6/4/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
261;2025;4SO2;MINIGRANJA EL MERENGUE;0.99;0.00;SI;ND;RAD SOLAR;15/4/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
262;2025;4Z8N;MINIGRANJA EL JOROPO;0.99;0.00;SI;ND;RAD SOLAR;27/2/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
263;2025;5E3F;MINIGRANJA VALENCIA ORIENTE II;0.99;0.00;SI;ND;RAD SOLAR;30/3/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
264;2025;5H1F;MINIGRANJA VALENCIA ORIENTE I;0.99;0.00;SI;ND;RAD SOLAR;30/3/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
265;2025;4S7E;MINIGRANJA EL SON;0.99;0.00;SI;ND;RAD SOLAR;27/4/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
266;2025;4ZEP;GD ERCO MARIANGOLA;0.99;0.00;SI;ND;RAD SOLAR;12/8/2025;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;VALLEDUPAR;20001;CESAR;4949533.847;2686978.504
267;2026;5E6T;SOL Y CIELO VII;0.99;0.00;SI;ND;RAD SOLAR;1/1/2026;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;TIERRALTA;23807;CÓRDOBA;4650632.804;2422722.468
268;2025;PSUA;PARQUE SOLAR URRA;20.00;0.00;NO;DC;RAD SOLAR;30/1/2025;EMPRESA URRA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;TIERRALTA;23807;CÓRDOBA;4650632.804;2422722.468
269;2000;URA1;URRA;338.00;0.47;NO;DC;AGUA;13/2/2000;EMPRESA URRA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;TIERRALTA;23807;CÓRDOBA;4650632.804;2422722.468
270;2025;5AUM;GD GRANJA SAN PELAYO;0.99;0.00;SI;ND;RAD SOLAR;16/10/2025;DUCK ENERGY S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN PELAYO;23686;CÓRDOBA;4680181.993;2552424.143
271;2025;5F74;GD SAN PELAYO;0.99;0.00;SI;ND;RAD SOLAR;29/9/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN PELAYO;23686;CÓRDOBA;4680181.993;2552424.143
272;2024;3IZ6;PARQUE SOLAR LA UNION;100.00;0.00;NO;DC;RAD SOLAR;18/6/2024;SPK LA UNIÓN S.A.S. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SAN CARLOS;23678;CÓRDOBA;4703835.474;2521112.887
273;2024;3J2B;SOLAR PLANETA RICA;19.90;0.00;SI;ND;RAD SOLAR;16/4/2024;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;PLANETA RICA;23555;CÓRDOBA;4703808.007;2463006.427
274;2024;3K6T;SOLAR ALEJANDRIA;9.40;0.00;SI;ND;RAD SOLAR;26/4/2024;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;PLANETA RICA;23555;CÓRDOBA;4703808.007;2463006.427
275;2024;3PXH;CENTRO SOLAR;9.90;0.00;SI;ND;RAD SOLAR;10/12/2024;GR POWER COLOMBIA S.A.S E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;PLANETA RICA;23555;CÓRDOBA;4703808.007;2463006.427
276;2022;3CSH;GY SOLAR AURORA;9.90;0.00;SI;ND;RAD SOLAR;10/8/2022;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;PLANETA RICA;23555;CÓRDOBA;4703808.007;2463006.427
277;2015;GEC3;GECELCA 3;164.00;9.97;NO;DC;CARBON;16/9/2015;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PUERTO LIBERTADOR;23580;CÓRDOBA;4694401.103;2411098.533
278;2018;GE32;GECELCA 32;270.00;10.25;NO;DC;CARBON;27/9/2018;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PUERTO LIBERTADOR;23580;CÓRDOBA;4694401.103;2411098.533
279;2022;3ENA;TESORITO;200.00;7.52;NO;DC;GAS;13/9/2022;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;SAHAGÚN;23660;CÓRDOBA;4732874.909;2531155.1
280;2025;4QPJ;SOL DEL MAR II;9.90;0.00;SI;ND;RAD SOLAR;4/4/2025;GR POWER COLOMBIA S.A.S E.S.P.;EN TRAMITE;SOLAR;NORMAL;12/2/2026;AYAPEL;23068;CÓRDOBA;4774425.352;2471941.422
281;2023;3J2H;PETALO DE CORDOBA II;9.90;0.00;SI;ND;RAD SOLAR;15/12/2023;BCCY CORDOBA S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;CHINÚ;23182;CÓRDOBA;4739088.592;2559231.761
282;2023;3HBN;TIERRA LINDA;9.90;0.00;SI;ND;RAD SOLAR;3/4/2023;ATLÁNTICA COLOMBIA S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;CHINÚ;23182;CÓRDOBA;4739088.592;2559231.761
283;2025;3PXJ;BUENAVISTA;6.80;0.00;SI;ND;RAD SOLAR;4/4/2025;GR POWER COLOMBIA S.A.S E.S.P.;EN TRAMITE;SOLAR;NORMAL;12/2/2026;BUENAVISTA;23079;CÓRDOBA;4731948.783;2463954.824
284;2025;4SS7;SOL Y CIELO IV;0.99;0.00;SI;ND;RAD SOLAR;20/3/2025;ENERGIA Y GAS DE COLOMBIA SAS ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;BUENAVISTA;23079;CÓRDOBA;4731948.783;2463954.824
285;2024;3QK6;AUTOG BIOS CIENAGA ORO;1.10;0.00;NO;ND;RAD SOLAR;3/11/2024;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;CIÉNAGA DE ORO;23189;CÓRDOBA;4713264.674;2536023.351
286;2022;3GPZ;MONTELIBANO;9.90;0.00;SI;ND;RAD SOLAR;20/12/2022;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;MONTELÍBANO;23466;CÓRDOBA;4682752.613;2428095.528
287;2025;4XQ2;PARQUE SOLAR INTI I;9.90;0.00;SI;ND;RAD SOLAR;30/3/2025;EMPRESA URRA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;LA APARTADA;23350;CÓRDOBA;4747913.9;2448468.988
288;2026;5IKU;GD SEMILLAS MONTERIA II;0.99;0.00;SI;ND;RAD SOLAR;11/1/2026;SUNCOLOMBIA GENERACIÓN S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
289;2026;5IKT;GD SEMILLAS MONTERIA I;0.99;0.00;SI;ND;RAD SOLAR;11/1/2026;SUNCOLOMBIA GENERACIÓN S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
290;2025;4YL2;GD GRANJA LA RUBIELA;0.99;0.00;SI;ND;RAD SOLAR;18/7/2025;EMPRESA DE ENERGIA DEL PUTUMAYO S.A. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
291;2024;3KJK;SOL Y CIELO I;9.90;0.00;SI;ND;RAD SOLAR;25/5/2024;ENERGIA Y GAS DE COLOMBIA SAS ESP;PRUEBAS;SOLAR;NORMAL;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
292;2025;4UZS;SOL Y CIELO V;0.99;0.00;SI;ND;RAD SOLAR;7/5/2025;ENERGIA Y GAS DE COLOMBIA SAS ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
293;2025;4S7I;SOL Y CIELO II;0.99;0.00;SI;ND;RAD SOLAR;6/3/2025;ENERGIA Y GAS DE COLOMBIA SAS ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
294;2025;4S7K;SOL Y CIELO III;0.99;0.00;SI;ND;RAD SOLAR;6/3/2025;ENERGIA Y GAS DE COLOMBIA SAS ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
295;2025;4VBC;SOL Y CIELO VI;0.99;0.00;SI;ND;RAD SOLAR;7/5/2025;ENERGIA Y GAS DE COLOMBIA SAS ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MONTERÍA;23001;CÓRDOBA;4675325.972;2507852.253
